JANELA,MONEYNESS_ALVO,STOP_CALIBRADO,CENARIO,DIAS,DTE_D0,DTE_RESTANTE,RETORNO_SPOT,N_CONTRATOS,CUSTO_OPCAO,PNL_OPCAO,PNL_SPOT,RET_OPCAO,RET_SPOT,VANTAGEM
Abr→Jun (stress SVB),0.1,0.15,II,30.0,88.0,58.0,-0.007764400635313227,2.129097189689925,2533.6256557310103,-583.1795770681,-776.4400635313227,-0.005831795770681,-0.007764400635313227,0.0019326048646322272
Abr→Jun (stress SVB),0.1,0.15,III,30.0,88.0,58.0,-0.007764400635313227,2.129097189689925,2533.6256557310103,-583.1795770681,-776.4400635313227,-0.005831795770681,-0.007764400635313227,0.0019326048646322272
Abr→Jun (stress SVB),0.1,0.15,I,45.0,88.0,43.0,0.017917288036954943,2.129097189689925,2533.6256557310103,-2230.229306200196,1791.7288036954942,-0.02230229306200196,0.017917288036954943,-0.0402195810989569
Abr→Jun (stress SVB),0.1,0.15,II,45.0,88.0,43.0,0.017917288036954943,2.129097189689925,2533.6256557310103,1912.253242750682,1791.7288036954942,0.01912253242750682,0.017917288036954943,0.0012052443905518771
Abr→Jun (stress SVB),0.1,0.15,III,45.0,88.0,43.0,0.017917288036954943,2.129097189689925,2533.6256557310103,1968.9077866454581,1791.7288036954942,0.01968907786645458,0.017917288036954943,0.0017717898294996393
Abr→Jun (stress SVB),0.1,0.15,I,60.0,88.0,28.0,0.038172140787351955,2.129097189689925,2533.6256557310103,-2059.901531025002,3817.2140787351955,-0.02059901531025002,0.038172140787351955,-0.05877115609760198
Abr→Jun (stress SVB),0.1,0.15,II,60.0,88.0,28.0,0.038172140787351955,2.129097189689925,2533.6256557310103,5025.855227111107,3817.2140787351955,0.05025855227111107,0.038172140787351955,0.012086411483759111
Abr→Jun (stress SVB),0.1,0.15,III,60.0,88.0,28.0,0.038172140787351955,2.129097189689925,2533.6256557310103,5573.699936613174,3817.2140787351955,0.05573699936613174,0.038172140787351955,0.017564858578779787
Abr→Jun (stress SVB),0.1,0.15,I,75.0,88.0,10.0,0.06428302961966086,2.129097189689925,2533.6256557310103,-2192.9701053806225,6428.302961966086,-0.021929701053806226,0.06428302961966086,-0.08621273067346709
Abr→Jun (stress SVB),0.1,0.15,II,75.0,88.0,10.0,0.06428302961966086,2.129097189689925,2533.6256557310103,10530.11366345974,6428.302961966086,0.1053011366345974,0.06428302961966086,0.04101810701493655
Abr→Jun (stress SVB),0.1,0.15,III,75.0,88.0,10.0,0.06428302961966086,2.129097189689925,2533.6256557310103,13146.53047551415,6428.302961966086,0.1314653047551415,0.06428302961966086,0.06718227513548064
Abr→Jun (stress SVB),0.15,0.05,I,0.0,88.0,88.0,0.0,52.59714031228475,13149.285078071187,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.05,II,0.0,88.0,88.0,0.0,52.59714031228475,13149.285078071187,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.05,III,0.0,88.0,88.0,0.0,52.59714031228475,13149.285078071187,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.05,I,15.0,88.0,73.0,0.007473417475963729,52.59714031228475,13149.285078071187,-8284.04959918485,747.3417475963729,-0.08284049599184849,0.007473417475963729,-0.09031391346781222
Abr→Jun (stress SVB),0.15,0.05,II,15.0,88.0,73.0,0.007473417475963729,52.59714031228475,13149.285078071187,4589.499388959075,747.3417475963729,0.04589499388959075,0.007473417475963729,0.03842157641362702
Abr→Jun (stress SVB),0.15,0.05,III,15.0,88.0,73.0,0.007473417475963729,52.59714031228475,13149.285078071187,4612.853550506652,747.3417475963729,0.04612853550506652,0.007473417475963729,0.03865511802910279
Abr→Jun (stress SVB),0.15,0.05,I,30.0,88.0,58.0,-0.007764400635313227,52.59714031228475,13149.285078071187,-11308.385167141221,-776.4400635313227,-0.11308385167141222,-0.007764400635313227,-0.10531945103609898
Abr→Jun (stress SVB),0.15,0.05,II,30.0,88.0,58.0,-0.007764400635313227,52.59714031228475,13149.285078071187,-3709.868601370423,-776.4400635313227,-0.03709868601370423,-0.007764400635313227,-0.029334285378391004
Abr→Jun (stress SVB),0.15,0.05,III,30.0,88.0,58.0,-0.007764400635313227,52.59714031228475,13149.285078071187,-3709.868601370423,-776.4400635313227,-0.03709868601370423,-0.007764400635313227,-0.029334285378391004
Abr→Jun (stress SVB),0.15,0.05,I,45.0,88.0,43.0,0.017917288036954943,52.59714031228475,13149.285078071187,-11965.84942104478,1791.7288036954942,-0.1196584942104478,0.017917288036954943,-0.13757578224740274
Abr→Jun (stress SVB),0.15,0.05,II,45.0,88.0,43.0,0.017917288036954943,52.59714031228475,13149.285078071187,12677.056959545238,1791.7288036954942,0.12677056959545238,0.017917288036954943,0.10885328155849744
Abr→Jun (stress SVB),0.15,0.05,III,45.0,88.0,43.0,0.017917288036954943,52.59714031228475,13149.285078071187,12998.884626246652,1791.7288036954942,0.1299888462624665,0.017917288036954943,0.11207155822551158
Abr→Jun (stress SVB),0.15,0.05,I,60.0,88.0,28.0,0.038172140787351955,52.59714031228475,13149.285078071187,-11834.356570264068,3817.2140787351955,-0.11834356570264068,0.038172140787351955,-0.15651570648999263
Abr→Jun (stress SVB),0.15,0.05,II,60.0,88.0,28.0,0.038172140787351955,52.59714031228475,13149.285078071187,33924.16793751718,3817.2140787351955,0.3392416793751718,0.038172140787351955,0.3010695385878198
Abr→Jun (stress SVB),0.15,0.05,III,60.0,88.0,28.0,0.038172140787351955,52.59714031228475,13149.285078071187,37036.214605851936,3817.2140787351955,0.37036214605851936,0.038172140787351955,0.3321900052711674
Abr→Jun (stress SVB),0.15,0.05,I,75.0,88.0,10.0,0.06428302961966086,52.59714031228475,13149.285078071187,-12623.31367494834,6428.302961966086,-0.1262331367494834,0.06428302961966086,-0.19051616636914426
Abr→Jun (stress SVB),0.15,0.05,II,75.0,88.0,10.0,0.06428302961966086,52.59714031228475,13149.285078071187,72143.67881397449,6428.302961966086,0.7214367881397449,0.06428302961966086,0.6571537585200841
Abr→Jun (stress SVB),0.15,0.05,III,75.0,88.0,10.0,0.06428302961966086,52.59714031228475,13149.285078071187,87006.30517816727,6428.302961966086,0.8700630517816726,0.06428302961966086,0.8057800221620118
Abr→Jun (stress SVB),0.15,0.1,I,0.0,88.0,88.0,0.0,15.14637971983575,3786.5949299589374,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.1,II,0.0,88.0,88.0,0.0,15.14637971983575,3786.5949299589374,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.1,III,0.0,88.0,88.0,0.0,15.14637971983575,3786.5949299589374,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.1,I,15.0,88.0,73.0,0.007473417475963729,15.14637971983575,3786.5949299589374,-2385.5548058741306,747.3417475963729,-0.023855548058741304,0.007473417475963729,-0.03132896553470504
Abr→Jun (stress SVB),0.15,0.1,II,15.0,88.0,73.0,0.007473417475963729,15.14637971983575,3786.5949299589374,1321.6365006994938,747.3417475963729,0.013216365006994938,0.007473417475963729,0.0057429475310312094
Abr→Jun (stress SVB),0.15,0.1,III,15.0,88.0,73.0,0.007473417475963729,15.14637971983575,3786.5949299589374,1328.361790263485,747.3417475963729,0.013283617902634852,0.007473417475963729,0.005810200426671122
Abr→Jun (stress SVB),0.15,0.1,I,30.0,88.0,58.0,-0.007764400635313227,15.14637971983575,3786.5949299589374,-3256.471639764686,-776.4400635313227,-0.03256471639764686,-0.007764400635313227,-0.024800315762333634
Abr→Jun (stress SVB),0.15,0.1,II,30.0,88.0,58.0,-0.007764400635313227,15.14637971983575,3786.5949299589374,-1068.3295368042707,-776.4400635313227,-0.010683295368042706,-0.007764400635313227,-0.0029188947327294795
Abr→Jun (stress SVB),0.15,0.1,III,30.0,88.0,58.0,-0.007764400635313227,15.14637971983575,3786.5949299589374,-1068.3295368042707,-776.4400635313227,-0.010683295368042706,-0.007764400635313227,-0.0029188947327294795
Abr→Jun (stress SVB),0.15,0.1,I,45.0,88.0,43.0,0.017917288036954943,15.14637971983575,3786.5949299589374,-3445.801386262633,1791.7288036954942,-0.03445801386262633,0.017917288036954943,-0.05237530189958127
Abr→Jun (stress SVB),0.15,0.1,II,45.0,88.0,43.0,0.017917288036954943,15.14637971983575,3786.5949299589374,3650.60756724091,1791.7288036954942,0.0365060756724091,0.017917288036954943,0.01858878763545416
Abr→Jun (stress SVB),0.15,0.1,III,45.0,88.0,43.0,0.017917288036954943,15.14637971983575,3786.5949299589374,3743.284165536309,1791.7288036954942,0.03743284165536309,0.017917288036954943,0.01951555361840815
Abr→Jun (stress SVB),0.15,0.1,I,60.0,88.0,28.0,0.038172140787351955,15.14637971983575,3786.5949299589374,-3407.9354369630437,3817.2140787351955,-0.03407935436963044,0.038172140787351955,-0.0722514951569824
Abr→Jun (stress SVB),0.15,0.1,II,60.0,88.0,28.0,0.038172140787351955,15.14637971983575,3786.5949299589374,9769.130530868446,3817.2140787351955,0.09769130530868446,0.038172140787351955,0.059519164521332504
Abr→Jun (stress SVB),0.15,0.1,III,60.0,88.0,28.0,0.038172140787351955,15.14637971983575,3786.5949299589374,10665.305499024244,3817.2140787351955,0.10665305499024244,0.038172140787351955,0.06848091420289049
Abr→Jun (stress SVB),0.15,0.1,I,75.0,88.0,10.0,0.06428302961966086,15.14637971983575,3786.5949299589374,-3635.13113276058,6428.302961966086,-0.0363513113276058,0.06428302961966086,-0.10063434094726664
Abr→Jun (stress SVB),0.15,0.1,II,75.0,88.0,10.0,0.06428302961966086,15.14637971983575,3786.5949299589374,20775.189434531083,6428.302961966086,0.20775189434531083,0.06428302961966086,0.14346886472564999
Abr→Jun (stress SVB),0.15,0.1,III,75.0,88.0,10.0,0.06428302961966086,15.14637971983575,3786.5949299589374,25055.174643033515,6428.302961966086,0.2505517464303352,0.06428302961966086,0.1862687168106743
Abr→Jun (stress SVB),0.15,0.15,I,0.0,88.0,88.0,0.0,6.620009039898731,1655.0022599746828,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.15,II,0.0,88.0,88.0,0.0,6.620009039898731,1655.0022599746828,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.15,III,0.0,88.0,88.0,0.0,6.620009039898731,1655.0022599746828,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.15,0.15,I,15.0,88.0,73.0,0.007473417475963729,6.620009039898731,1655.0022599746828,-1042.65142378405,747.3417475963729,-0.010426514237840499,0.007473417475963729,-0.01789993171380423
Abr→Jun (stress SVB),0.15,0.15,II,15.0,88.0,73.0,0.007473417475963729,6.620009039898731,1655.0022599746828,577.6459948797357,747.3417475963729,0.005776459948797357,0.007473417475963729,-0.0016969575271663722
Abr→Jun (stress SVB),0.15,0.15,III,15.0,88.0,73.0,0.007473417475963729,6.620009039898731,1655.0022599746828,580.5854086890471,747.3417475963729,0.0058058540868904706,0.007473417475963729,-0.0016675633890732581
Abr→Jun (stress SVB),0.15,0.15,I,30.0,88.0,58.0,-0.007764400635313227,6.620009039898731,1655.0022599746828,-1423.301943578227,-776.4400635313227,-0.014233019435782271,-0.007764400635313227,-0.006468618800469044
Abr→Jun (stress SVB),0.15,0.15,II,30.0,88.0,58.0,-0.007764400635313227,6.620009039898731,1655.0022599746828,-466.9334403371072,-776.4400635313227,-0.004669334403371072,-0.007764400635313227,0.003095066231942155
Abr→Jun (stress SVB),0.15,0.15,III,30.0,88.0,58.0,-0.007764400635313227,6.620009039898731,1655.0022599746828,-466.9334403371072,-776.4400635313227,-0.004669334403371072,-0.007764400635313227,0.003095066231942155
Abr→Jun (stress SVB),0.15,0.15,I,45.0,88.0,43.0,0.017917288036954943,6.620009039898731,1655.0022599746828,-1506.0520565769614,1791.7288036954942,-0.015060520565769614,0.017917288036954943,-0.032977808602724555
Abr→Jun (stress SVB),0.15,0.15,II,45.0,88.0,43.0,0.017917288036954943,6.620009039898731,1655.0022599746828,1595.5664352325912,1791.7288036954942,0.015955664352325913,0.017917288036954943,-0.00196162368462903
Abr→Jun (stress SVB),0.15,0.15,III,45.0,88.0,43.0,0.017917288036954943,6.620009039898731,1655.0022599746828,1636.0724789110777,1791.7288036954942,0.016360724789110777,0.017917288036954943,-0.0015565632478441649
Abr→Jun (stress SVB),0.15,0.15,I,60.0,88.0,28.0,0.038172140787351955,6.620009039898731,1655.0022599746828,-1489.5020339772145,3817.2140787351955,-0.014895020339772145,0.038172140787351955,-0.0530671611271241
Abr→Jun (stress SVB),0.15,0.15,II,60.0,88.0,28.0,0.038172140787351955,6.620009039898731,1655.0022599746828,4269.7815334449515,3817.2140787351955,0.04269781533444952,0.038172140787351955,0.00452567454709756
Abr→Jun (stress SVB),0.15,0.15,III,60.0,88.0,28.0,0.038172140787351955,6.620009039898731,1655.0022599746828,4661.471594057447,3817.2140787351955,0.04661471594057447,0.038172140787351955,0.008442575153222515
Abr→Jun (stress SVB),0.15,0.15,I,75.0,88.0,10.0,0.06428302961966086,6.620009039898731,1655.0022599746828,-1588.8021695756954,6428.302961966086,-0.015888021695756954,0.06428302961966086,-0.08017105131541781
Abr→Jun (stress SVB),0.15,0.15,II,75.0,88.0,10.0,0.06428302961966086,6.620009039898731,1655.0022599746828,9080.185787372813,6428.302961966086,0.09080185787372813,0.06428302961966086,0.026518828254067275
Abr→Jun (stress SVB),0.15,0.15,III,75.0,88.0,10.0,0.06428302961966086,6.620009039898731,1655.0022599746828,10950.833512770405,6428.302961966086,0.10950833512770405,0.06428302961966086,0.04522530550804319
Ago→Out (queda/retomada),0.02,0.05,I,0.0,91.0,91.0,0.0,0.7825360578163011,6984.134316010487,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.05,II,0.0,91.0,91.0,0.0,0.7825360578163011,6984.134316010487,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.05,III,0.0,91.0,91.0,0.0,0.7825360578163011,6984.134316010487,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.05,I,15.0,91.0,76.0,-0.0377697763134321,0.7825360578163011,6984.134316010487,-5051.270253204223,-3776.97763134321,-0.05051270253204223,-0.0377697763134321,-0.012742926218610132
Ago→Out (queda/retomada),0.02,0.05,II,15.0,91.0,76.0,-0.0377697763134321,0.7825360578163011,6984.134316010487,-4337.335312331192,-3776.97763134321,-0.04337335312331192,-0.0377697763134321,-0.005603576809879819
Ago→Out (queda/retomada),0.02,0.05,III,15.0,91.0,76.0,-0.0377697763134321,0.7825360578163011,6984.134316010487,-4337.335312331192,-3776.97763134321,-0.04337335312331192,-0.0377697763134321,-0.005603576809879819
Ago→Out (queda/retomada),0.02,0.05,I,30.0,91.0,61.0,-0.01480028141072415,0.7825360578163011,6984.134316010487,-4526.9710944673025,-1480.0281410724149,-0.045269710944673025,-0.01480028141072415,-0.030469429533948877
Ago→Out (queda/retomada),0.02,0.05,II,30.0,91.0,61.0,-0.01480028141072415,0.7825360578163011,6984.134316010487,-2111.9970035933343,-1480.0281410724149,-0.02111997003593334,-0.01480028141072415,-0.006319688625209194
Ago→Out (queda/retomada),0.02,0.05,III,30.0,91.0,61.0,-0.01480028141072415,0.7825360578163011,6984.134316010487,-2111.9970035933343,-1480.0281410724149,-0.02111997003593334,-0.01480028141072415,-0.006319688625209194
Ago→Out (queda/retomada),0.02,0.05,I,45.0,91.0,46.0,-0.027736872233413555,0.7825360578163011,6984.134316010487,-6315.065986577551,-2773.6872233413555,-0.0631506598657755,-0.027736872233413555,-0.03541378763236195
Ago→Out (queda/retomada),0.02,0.05,II,45.0,91.0,46.0,-0.027736872233413555,0.7825360578163011,6984.134316010487,-3522.770637127352,-2773.6872233413555,-0.03522770637127352,-0.027736872233413555,-0.007490834137859966
Ago→Out (queda/retomada),0.02,0.05,III,45.0,91.0,46.0,-0.027736872233413555,0.7825360578163011,6984.134316010487,-3522.770637127352,-2773.6872233413555,-0.03522770637127352,-0.027736872233413555,-0.007490834137859966
Ago→Out (queda/retomada),0.02,0.05,I,60.0,91.0,29.0,-0.06307707769820008,0.7825360578163011,6984.134316010487,-6950.876533553294,-6307.707769820007,-0.06950876533553295,-0.06307707769820008,-0.006431687637332871
Ago→Out (queda/retomada),0.02,0.05,II,60.0,91.0,29.0,-0.06307707769820008,0.7825360578163011,6984.134316010487,-5307.088677644757,-6307.707769820007,-0.05307088677644757,-0.06307707769820008,0.010006190921752504
Ago→Out (queda/retomada),0.02,0.05,III,60.0,91.0,29.0,-0.06307707769820008,0.7825360578163011,6984.134316010487,-5307.088677644757,-6307.707769820007,-0.05307088677644757,-0.06307707769820008,0.010006190921752504
Ago→Out (queda/retomada),0.02,0.05,I,75.0,91.0,15.0,-0.04482033847942062,0.7825360578163011,6984.134316010487,-6962.614574420539,-4482.0338479420625,-0.06962614574420539,-0.04482033847942062,-0.024805807264784763
Ago→Out (queda/retomada),0.02,0.05,II,75.0,91.0,15.0,-0.04482033847942062,0.7825360578163011,6984.134316010487,-4763.6535461695485,-4482.0338479420625,-0.04763653546169549,-0.04482033847942062,-0.0028161969822748595
Ago→Out (queda/retomada),0.02,0.05,III,75.0,91.0,15.0,-0.04482033847942062,0.7825360578163011,6984.134316010487,-4763.6535461695485,-4482.0338479420625,-0.04763653546169549,-0.04482033847942062,-0.0028161969822748595
Ago→Out (queda/retomada),0.02,0.1,I,0.0,91.0,91.0,0.0,1.9888373144844067,17750.37303177333,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.1,II,0.0,91.0,91.0,0.0,1.9888373144844067,17750.37303177333,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.1,III,0.0,91.0,91.0,0.0,1.9888373144844067,17750.37303177333,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.1,I,15.0,91.0,76.0,-0.0377697763134321,1.9888373144844067,17750.37303177333,-12837.944864996845,-3776.97763134321,-0.12837944864996845,-0.0377697763134321,-0.09060967233653636
Ago→Out (queda/retomada),0.02,0.1,II,15.0,91.0,76.0,-0.0377697763134321,1.9888373144844067,17750.37303177333,-11023.459211153884,-3776.97763134321,-0.11023459211153884,-0.0377697763134321,-0.07246481579810674
Ago→Out (queda/retomada),0.02,0.1,III,15.0,91.0,76.0,-0.0377697763134321,1.9888373144844067,17750.37303177333,-11023.459211153884,-3776.97763134321,-0.11023459211153884,-0.0377697763134321,-0.07246481579810674
Ago→Out (queda/retomada),0.02,0.1,I,30.0,91.0,61.0,-0.01480028141072415,1.9888373144844067,17750.37303177333,-11505.423864292292,-1480.0281410724149,-0.11505423864292291,-0.01480028141072415,-0.10025395723219878
Ago→Out (queda/retomada),0.02,0.1,II,30.0,91.0,61.0,-0.01480028141072415,1.9888373144844067,17750.37303177333,-5367.699554378516,-1480.0281410724149,-0.05367699554378516,-0.01480028141072415,-0.03887671413306101
Ago→Out (queda/retomada),0.02,0.1,III,30.0,91.0,61.0,-0.01480028141072415,1.9888373144844067,17750.37303177333,-5367.699554378516,-1480.0281410724149,-0.05367699554378516,-0.01480028141072415,-0.03887671413306101
Ago→Out (queda/retomada),0.02,0.1,I,45.0,91.0,46.0,-0.027736872233413555,1.9888373144844067,17750.37303177333,-16049.917127889163,-2773.6872233413555,-0.16049917127889163,-0.027736872233413555,-0.13276229904547807
Ago→Out (queda/retomada),0.02,0.1,II,45.0,91.0,46.0,-0.027736872233413555,1.9888373144844067,17750.37303177333,-8953.220268264728,-2773.6872233413555,-0.08953220268264728,-0.027736872233413555,-0.061795330449233715
Ago→Out (queda/retomada),0.02,0.1,III,45.0,91.0,46.0,-0.027736872233413555,1.9888373144844067,17750.37303177333,-8953.220268264728,-2773.6872233413555,-0.08953220268264728,-0.027736872233413555,-0.061795330449233715
Ago→Out (queda/retomada),0.02,0.1,I,60.0,91.0,29.0,-0.06307707769820008,1.9888373144844067,17750.37303177333,-17665.847445907744,-6307.707769820007,-0.17665847445907745,-0.06307707769820008,-0.11358139676087736
Ago→Out (queda/retomada),0.02,0.1,II,60.0,91.0,29.0,-0.06307707769820008,1.9888373144844067,17750.37303177333,-13488.114557726043,-6307.707769820007,-0.13488114557726044,-0.06307707769820008,-0.07180406787906035
Ago→Out (queda/retomada),0.02,0.1,III,60.0,91.0,29.0,-0.06307707769820008,1.9888373144844067,17750.37303177333,-13488.114557726043,-6307.707769820007,-0.13488114557726044,-0.06307707769820008,-0.07180406787906035
Ago→Out (queda/retomada),0.02,0.1,I,75.0,91.0,15.0,-0.04482033847942062,1.9888373144844067,17750.37303177333,-17695.680005625007,-4482.0338479420625,-0.17695680005625006,-0.04482033847942062,-0.13213646157682946
Ago→Out (queda/retomada),0.02,0.1,II,75.0,91.0,15.0,-0.04482033847942062,1.9888373144844067,17750.37303177333,-12106.958946193377,-4482.0338479420625,-0.12106958946193377,-0.04482033847942062,-0.07624925098251314
Ago→Out (queda/retomada),0.02,0.1,III,75.0,91.0,15.0,-0.04482033847942062,1.9888373144844067,17750.37303177333,-12106.958946193377,-4482.0338479420625,-0.12106958946193377,-0.04482033847942062,-0.07624925098251314
Ago→Out (queda/retomada),0.02,0.15,I,0.0,91.0,91.0,0.0,3.672639744678174,32778.3097212527,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.15,II,0.0,91.0,91.0,0.0,3.672639744678174,32778.3097212527,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.15,III,0.0,91.0,91.0,0.0,3.672639744678174,32778.3097212527,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.02,0.15,I,15.0,91.0,76.0,-0.0377697763134321,3.672639744678174,32778.3097212527,-23706.889551897613,-3776.97763134321,-0.23706889551897614,-0.0377697763134321,-0.19929911920554405
Ago→Out (queda/retomada),0.02,0.15,II,15.0,91.0,76.0,-0.0377697763134321,3.672639744678174,32778.3097212527,-20356.212208949826,-3776.97763134321,-0.20356212208949825,-0.0377697763134321,-0.16579234577606616
Ago→Out (queda/retomada),0.02,0.15,III,15.0,91.0,76.0,-0.0377697763134321,3.672639744678174,32778.3097212527,-20356.212208949826,-3776.97763134321,-0.20356212208949825,-0.0377697763134321,-0.16579234577606616
Ago→Out (queda/retomada),0.02,0.15,I,30.0,91.0,61.0,-0.01480028141072415,3.672639744678174,32778.3097212527,-21246.22092296324,-1480.0281410724149,-0.21246220922963238,-0.01480028141072415,-0.19766192781890823
Ago→Out (queda/retomada),0.02,0.15,II,30.0,91.0,61.0,-0.01480028141072415,3.672639744678174,32778.3097212527,-9912.136391111755,-1480.0281410724149,-0.09912136391111755,-0.01480028141072415,-0.0843210825003934
Ago→Out (queda/retomada),0.02,0.15,III,30.0,91.0,61.0,-0.01480028141072415,3.672639744678174,32778.3097212527,-9912.136391111755,-1480.0281410724149,-0.09912136391111755,-0.01480028141072415,-0.0843210825003934
Ago→Out (queda/retomada),0.02,0.15,I,45.0,91.0,46.0,-0.027736872233413555,3.672639744678174,32778.3097212527,-29638.202739552868,-2773.6872233413555,-0.29638202739552866,-0.027736872233413555,-0.2686451551621151
Ago→Out (queda/retomada),0.02,0.15,II,45.0,91.0,46.0,-0.027736872233413555,3.672639744678174,32778.3097212527,-16533.25405784216,-2773.6872233413555,-0.16533254057842162,-0.027736872233413555,-0.13759566834500805
Ago→Out (queda/retomada),0.02,0.15,III,45.0,91.0,46.0,-0.027736872233413555,3.672639744678174,32778.3097212527,-16533.25405784216,-2773.6872233413555,-0.16533254057842162,-0.027736872233413555,-0.13759566834500805
Ago→Out (queda/retomada),0.02,0.15,I,60.0,91.0,29.0,-0.06307707769820008,3.672639744678174,32778.3097212527,-32622.222532103882,-6307.707769820007,-0.32622222532103884,-0.06307707769820008,-0.26314514762283875
Ago→Out (queda/retomada),0.02,0.15,II,60.0,91.0,29.0,-0.06307707769820008,3.672639744678174,32778.3097212527,-24907.510154152093,-6307.707769820007,-0.24907510154152093,-0.06307707769820008,-0.18599802384332084
Ago→Out (queda/retomada),0.02,0.15,III,60.0,91.0,29.0,-0.06307707769820008,3.672639744678174,32778.3097212527,-24907.510154152093,-6307.707769820007,-0.24907510154152093,-0.06307707769820008,-0.18599802384332084
Ago→Out (queda/retomada),0.02,0.15,I,75.0,91.0,15.0,-0.04482033847942062,3.672639744678174,32778.3097212527,-32677.312128274054,-4482.0338479420625,-0.32677312128274055,-0.04482033847942062,-0.2819527828033199
Ago→Out (queda/retomada),0.02,0.15,II,75.0,91.0,15.0,-0.04482033847942062,3.672639744678174,32778.3097212527,-22357.031562686625,-4482.0338479420625,-0.22357031562686625,-0.04482033847942062,-0.17874997714744562
Ago→Out (queda/retomada),0.02,0.15,III,75.0,91.0,15.0,-0.04482033847942062,3.672639744678174,32778.3097212527,-22357.031562686625,-4482.0338479420625,-0.22357031562686625,-0.04482033847942062,-0.17874997714744562
Ago→Out (queda/retomada),0.05,0.05,I,0.0,91.0,91.0,0.0,2.1216838241481035,7606.236509570951,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.05,0.05,II,0.0,91.0,91.0,0.0,2.1216838241481035,7606.236509570951,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.05,0.05,III,0.0,91.0,91.0,0.0,2.1216838241481035,7606.236509570951,0.0,0.0,0.0,0.0,0.0
Ago→Out (queda/retomada),0.05,0.05,I,15.0,91.0,76.0,-0.0377697763134321,2.1216838241481035,7606.236509570951,-6237.750442995425,-3776.97763134321,-0.06237750442995425,-0.0377697763134321,-0.024607728116522152
Ago→Out (queda/retomada),0.05,0.05,II,15.0,91.0,76.0,-0.0377697763134321,2.1216838241481035,7606.236509570951,-5090.961067759556,-3776.97763134321,-0.05090961067759556,-0.0377697763134321,-0.013139834364163458
Ago→Out (queda/retomada),0.05,0.05,III,15.0,91.0,76.0,-0.0377697763134321,2.1216838241481035,7606.236509570951,-5090.961067759556,-3776.97763134321,-0.05090961067759556,-0.0377697763134321,-0.013139834364163458
Ago→Out (queda/retomada),0.05,0.05,I,30.0,91.0,61.0,-0.01480028141072415,2.1216838241481035,7606.236509570951,-5993.756803218393,-1480.0281410724149,-0.059937568032183926,-0.01480028141072415,-0.04513728662145978
Ago→Out (queda/retomada),0.05,0.05,II,30.0,91.0,61.0,-0.01480028141072415,2.1216838241481035,7606.236509570951,-2961.9327278343394,-1480.0281410724149,-0.029619327278343394,-0.01480028141072415,-0.014819045867619245
Ago→Out (queda/retomada),0.05,0.05,III,30.0,91.0,61.0,-0.01480028141072415,2.1216838241481035,7606.236509570951,-2961.9327278343394,-1480.0281410724149,-0.029619327278343394,-0.01480028141072415,-0.014819045867619245
Ago→Out (queda/retomada),0.05,0.05,I,45.0,91.0,46.0,-0.027736872233413555,2.1216838241481035,7606.236509570951,-7346.330241112808,-2773.6872233413555,-0.07346330241112808,-0.027736872233413555,-0.04572643017771452
Ago→Out (queda/retomada),0.05,0.05,II,45.0,91.0,46.0,-0.027736872233413555,2.1216838241481035,7606.236509570951,-4530.213869810437,-2773.6872233413555,-0.04530213869810437,-0.027736872233413555,-0.017565266464690817
Ago→Out (queda/retomada),0.05,0.05,III,45.0,91.0,46.0,-0.027736872233413555,2.1216838241481035,7606.236509570951,-4530.213869810437,-2773.6872233413555,-0.04530213869810437,-0.027736872233413555,-0.017565266464690817
Ago→Out (queda/retomada),0.05,0.05,I,60.0,91.0,29.0,-0.06307707769820008,2.1216838241481035,7606.236509570951,-7585.019671329471,-6307.707769820007,-0.07585019671329471,-0.06307707769820008,-0.012773119015094635
